证券代码,证券名称,行业
600973.SH,宝胜股份,线缆部件及其他
601700.SH,风范股份,线缆部件及其他
603333.SH,明星电缆,线缆部件及其他
603606.SH,东方电缆,线缆部件及其他
603618.SH,杭电股份,线缆部件及其他
000533.SZ,万家乐,小家电
002032.SZ,苏泊尔,小家电
002035.SZ,华帝股份,小家电
002242.SZ,九阳股份,小家电
002260.SZ,德奥通航,小家电
002403.SZ,爱仕达,小家电
002473.SZ,圣莱达,小家电
002508.SZ,老板电器,小家电
002543.SZ,万和电气,小家电
002614.SZ,蒙发利,小家电
002616.SZ,长青集团,小家电
002677.SZ,浙江美大,小家电
002681.SZ,奋达科技,小家电
002705.SZ,新宝股份,小家电
002723.SZ,金莱特,小家电
002759.SZ,天际股份,小家电
300247.SZ,乐金健康,小家电
300272.SZ,开能环保,小家电
603355.SH,莱克电气,小家电
002291.SZ,星期六,鞋帽
603001.SH,奥康国际,鞋帽
603116.SH,红蜻蜓,鞋帽
000862.SZ,银星能源,新能源发电
601016.SH,节能风电,新能源发电
601985.SH,中国核电,新能源发电
002269.SZ,美邦服饰,休闲服装
002503.SZ,搜于特,休闲服装
002563.SZ,森马服饰,休闲服装
002640.SZ,跨境通,休闲服装
002699.SZ,美盛文化,休闲服装
002776.SZ,柏堡龙,休闲服装
603555.SH,贵人鸟,休闲服装
000852.SZ,石化机械,冶金矿采化工设备
002278.SZ,神开股份,冶金矿采化工设备
002353.SZ,杰瑞股份,冶金矿采化工设备
002490.SZ,山东墨龙,冶金矿采化工设备
002526.SZ,山东矿机,冶金矿采化工设备
002535.SZ,林州重机,冶金矿采化工设备
002564.SZ,天沃科技,冶金矿采化工设备
002651.SZ,利君股份,冶金矿采化工设备
002667.SZ,鞍重股份,冶金矿采化工设备
002680.SZ,黄海机械,冶金矿采化工设备
002691.SZ,冀凯股份,冶金矿采化工设备
002698.SZ,博实股份,冶金矿采化工设备
002730.SZ,电光科技,冶金矿采化工设备
300023.SZ,宝德股份,冶金矿采化工设备
300084.SZ,海默科技,冶金矿采化工设备
300099.SZ,尤洛卡,冶金矿采化工设备
300275.SZ,梅安森,冶金矿采化工设备
300309.SZ,吉艾科技,冶金矿采化工设备
300402.SZ,宝色股份,冶金矿采化工设备
300480.SZ,光力科技,冶金矿采化工设备
600169.SH,太原重工,冶金矿采化工设备
600560.SH,金自天正,冶金矿采化工设备
600582.SH,天地科技,冶金矿采化工设备
601106.SH,中国一重,冶金矿采化工设备
601717.SH,郑煤机,冶金矿采化工设备
601798.SH,蓝科高新,冶金矿采化工设备
603012.SH,创力集团,冶金矿采化工设备
603169.SH,兰石重装,冶金矿采化工设备
603800.SH,道森股份,冶金矿采化工设备
000058.SZ,深赛格,一般物业经营
000560.SZ,昆百大A,一般物业经营
000861.SZ,海印股份,一般物业经营
000882.SZ,华联股份,一般物业经营
600306.SH,商业城,一般物业经营
600824.SH,益民集团,一般物业经营
600865.SH,百大集团,一般物业经营
000919.SZ,金陵药业,医疗服务
002219.SZ,恒康医疗,医疗服务
002390.SZ,信邦制药,医疗服务
300015.SZ,爱尔眼科,医疗服务
300244.SZ,迪安诊断,医疗服务
300347.SZ,泰格医药,医疗服务
300404.SZ,博济医药,医疗服务
600763.SH,通策医疗,医疗服务
603108.SH,润达医疗,医疗服务
000150.SZ,宜华健康,医疗服务
002223.SZ,鱼跃医疗,医疗器械
002432.SZ,九安医疗,医疗器械
002551.SZ,尚荣医疗,医疗器械
300003.SZ,乐普医疗,医疗器械
300030.SZ,阳普医疗,医疗器械
300171.SZ,东富龙,医疗器械
300206.SZ,理邦仪器,医疗器械
300216.SZ,千山药机,医疗器械
300238.SZ,冠昊生物,医疗器械
300246.SZ,宝莱特,医疗器械
300273.SZ,和佳股份,医疗器械
300298.SZ,三诺生物,医疗器械
300314.SZ,戴维医疗,医疗器械
300318.SZ,博晖创新,医疗器械
300326.SZ,凯利泰,医疗器械
300358.SZ,楚天科技,医疗器械
300396.SZ,迪瑞医疗,医疗器械
300412.SZ,迦南科技,医疗器械
300453.SZ,三鑫医疗,医疗器械
600055.SH,华润万东,医疗器械
600529.SH,山东药玻,医疗器械
600587.SH,新华医疗,医疗器械
603309.SH,维力医疗,医疗器械
000028.SZ,国药一致,医药商业
000411.SZ,英特集团,医药商业
000591.SZ,桐君阁,医药商业
000705.SZ,浙江震元,医药商业
000963.SZ,华东医药,医药商业
002462.SZ,嘉事堂,医药商业
002589.SZ,瑞康医药,医药商业
002727.SZ,一心堂,医药商业
002758.SZ,华通医药,医药商业
600056.SH,中国医药,医药商业
600511.SH,国药股份,医药商业
600713.SH,南京医药,医药商业
600833.SH,第一医药,医药商业
600998.SH,九州通,医药商业
601607.SH,上海医药,医药商业
603368.SH,柳州医药,医药商业
603883.SH,老百姓,医药商业
603939.SH,益丰药房,医药商业
000676.SZ,智度投资,仪器仪表
000901.SZ,航天科技,仪器仪表
002175.SZ,东方网络,仪器仪表
002338.SZ,奥普光电,仪器仪表
002658.SZ,雪迪龙,仪器仪表
300007.SZ,汉威电子,仪器仪表
300066.SZ,三川智慧,仪器仪表
300112.SZ,万讯自控,仪器仪表
300114.SZ,中航电测,仪器仪表
300165.SZ,天瑞仪器,仪器仪表
300259.SZ,新天科技,仪器仪表
300306.SZ,远方光电,仪器仪表
300338.SZ,开元仪器,仪器仪表
300349.SZ,金卡股份,仪器仪表
300354.SZ,东华测试,仪器仪表
300371.SZ,汇中股份,仪器仪表
300397.SZ,天和防务,仪器仪表
300416.SZ,苏试试验,仪器仪表
300417.SZ,南华仪器,仪器仪表
300445.SZ,康斯特,仪器仪表
600848.SH,上海临港,仪器仪表
002148.SZ,北纬通信,移动互联网服务
002174.SZ,游族网络,移动互联网服务
002261.SZ,拓维信息,移动互联网服务
002354.SZ,天神娱乐,移动互联网服务
002555.SZ,三七互娱,移动互联网服务
300043.SZ,互动娱乐,移动互联网服务
300288.SZ,朗玛信息,移动互联网服务
300315.SZ,掌趣科技,移动互联网服务
300359.SZ,全通教育,移动互联网服务
300418.SZ,昆仑万维,移动互联网服务
600652.SH,游久游戏,移动互联网服务
600661.SH,新南洋,移动互联网服务
000001.SZ,平安银行,银行
002142.SZ,宁波银行,银行
600000.SH,浦发银行,银行
600015.SH,华夏银行,银行
600016.SH,民生银行,银行
600036.SH,招商银行,银行
601009.SH,南京银行,银行
601166.SH,兴业银行,银行
601169.SH,北京银行,银行
601288.SH,农业银行,银行
601328.SH,交通银行,银行
601398.SH,工商银行,银行
601818.SH,光大银行,银行
601939.SH,建设银行,银行
601988.SH,中国银行,银行
601998.SH,中信银行,银行
002034.SZ,美欣达,印染
002070.SZ,众和股份,印染
600370.SH,三房巷,印染
600448.SH,华纺股份,印染
600987.SH,航民股份,印染
000821.SZ,京山轻机,印刷包装机械
002209.SZ,达意隆,印刷包装机械
002611.SZ,东方精工,印刷包装机械
300173.SZ,智慧松德,印刷包装机械
300195.SZ,长荣股份,印刷包装机械
300442.SZ,普丽盛,印刷包装机械
600860.SH,京城股份,印刷包装机械
603901.SH,永创智能,印刷包装机械
000823.SZ,超声电子,印制电路板
002134.SZ,天津普林,印制电路板
002288.SZ,超华科技,印制电路板
002436.SZ,兴森科技,印制电路板
002463.SZ,沪电股份,印制电路板
002579.SZ,中京电子,印制电路板
002618.SZ,丹邦科技,印制电路板
002636.SZ,金安国纪,印制电路板
300476.SZ,胜宏科技,印制电路板
600183.SH,生益科技,印制电路板
603328.SH,依顿电子,印制电路板
603936.SH,博敏电子,印制电路板
000607.SZ,华媒控股,营销服务
000673.SZ,当代东方,营销服务
002400.SZ,省广股份,营销服务
002712.SZ,思美传媒,营销服务
300058.SZ,蓝色光标,营销服务
300071.SZ,华谊嘉信,营销服务
300392.SZ,腾信股份,营销服务
600088.SH,中视传媒,营销服务
600386.SH,北巴传媒,营销服务
603598.SH,引力传媒,营销服务
603729.SH,龙韵股份,营销服务
002131.SZ,利欧股份,营销服务
300242.SZ,明家科技,营销服务
000681.SZ,视觉中国,影视动漫
000835.SZ,长城动漫,影视动漫
002143.SZ,印纪传媒,影视动漫
002292.SZ,奥飞动漫,影视动漫
002739.SZ,万达院线,影视动漫
300027.SZ,华谊兄弟,影视动漫
300133.SZ,华策影视,影视动漫
300251.SZ,光线传媒,影视动漫
300291.SZ,华录百纳,影视动漫
300336.SZ,新文化,影视动漫
300426.SZ,唐德影视,影视动漫
002071.SZ,长城影视,影视动漫
002624.SZ,完美环球,影视动漫
600715.SH,*ST松辽,影视动漫
002207.SZ,准油股份,油气钻采服务
002554.SZ,惠博普,油气钻采服务
002629.SZ,仁智油服,油气钻采服务
300157.SZ,恒泰艾普,油气钻采服务
300164.SZ,通源石油,油气钻采服务
300191.SZ,潜能恒信,油气钻采服务
300370.SZ,安控科技,油气钻采服务
600583.SH,海油工程,油气钻采服务
600871.SH,石化油服,油气钻采服务
601808.SH,中海油服,油气钻采服务
000156.SZ,华数传媒,有线电视网络
000665.SZ,湖北广电,有线电视网络
000917.SZ,电广传媒,有线电视网络
002238.SZ,天威视讯,有线电视网络
600037.SH,歌华有线,有线电视网络
600637.SH,东方明珠,有线电视网络
600831.SH,广电网络,有线电视网络
600959.SH,江苏有线,有线电视网络
601929.SH,吉视传媒,有线电视网络
000010.SZ,深华新,园林工程
002200.SZ,云投生态,园林工程
002310.SZ,东方园林,园林工程
002431.SZ,棕榈园林,园林工程
002663.SZ,普邦园林,园林工程
002717.SZ,岭南园林,园林工程
002775.SZ,文科园林,园林工程
300197.SZ,铁汉生态,园林工程
300355.SZ,蒙草抗旱,园林工程
300495.SZ,美尚生态,园林工程
600610.SH,中毅达,园林工程
603778.SH,乾景园林,园林工程
002077.SZ,大港股份,园区开发
600064.SH,南京高科,园区开发
600215.SH,长春经开,园区开发
600463.SH,空港股份,园区开发
600604.SH,市北高新,园区开发
600639.SH,浦东金桥,园区开发
600648.SH,外高桥,园区开发
600658.SH,电子城,园区开发
600663.SH,陆家嘴,园区开发
600895.SH,张江高科,园区开发
000488.SZ,晨鸣纸业,造纸
000576.SZ,广东甘化,造纸
000815.SZ,*ST美利,造纸
000820.SZ,金城股份,造纸
000833.SZ,贵糖股份,造纸
002012.SZ,凯恩股份,造纸
002067.SZ,景兴纸业,造纸
002078.SZ,太阳纸业,造纸
002235.SZ,安妮股份,造纸
002511.SZ,中顺洁柔,造纸
002521.SZ,齐峰新材,造纸
600069.SH,*ST银鸽,造纸
600103.SH,青山纸业,造纸
600163.SH,*ST闽能,造纸
600235.SH,民丰特纸,造纸
600308.SH,华泰股份,造纸
600356.SH,恒丰纸业,造纸
600433.SH,冠豪高新,造纸
600462.SH,石岘纸业,造纸
600567.SH,山鹰纸业,造纸
600793.SH,ST宜纸,造纸
600963.SH,岳阳林纸,造纸
600966.SH,博汇纸业,造纸
000420.SZ,吉林化纤,粘胶
000615.SZ,湖北金环,粘胶
000677.SZ,*ST海龙,粘胶
000687.SZ,华讯方舟,粘胶
000949.SZ,新乡化纤,粘胶
002172.SZ,澳洋科技,粘胶
600889.SH,南京化纤,粘胶
000166.SZ,申万宏源,证券
000686.SZ,东北证券,证券
000712.SZ,锦龙股份,证券
000728.SZ,国元证券,证券
000750.SZ,国海证券,证券
000776.SZ,广发证券,证券
000783.SZ,长江证券,证券
002500.SZ,山西证券,证券
002673.SZ,西部证券,证券
002736.SZ,国信证券,证券
600030.SH,中信证券,证券
600109.SH,国金证券,证券
600369.SH,西南证券,证券
600837.SH,海通证券,证券
600958.SH,东方证券,证券
600999.SH,招商证券,证券
601099.SH,太平洋,证券
601198.SH,东兴证券,证券
601211.SH,国泰君安,证券
601377.SH,兴业证券,证券
601555.SH,东吴证券,证券
601688.SH,华泰证券,证券
601788.SH,光大证券,证券
601901.SH,方正证券,证券
000530.SZ,大冷股份,制冷空调设备
000811.SZ,烟台冰轮,制冷空调设备
002158.SZ,汉钟精机,制冷空调设备
002639.SZ,雪人股份,制冷空调设备
300263.SZ,隆华节能,制冷空调设备
300435.SZ,中泰股份,制冷空调设备
600481.SH,双良节能,制冷空调设备
002074.SZ,国轩高科,中压设备
002112.SZ,三变科技,中压设备
002298.SZ,中电鑫龙,中压设备
002323.SZ,雅百特,中压设备
002350.SZ,北京科锐,中压设备
002358.SZ,森源电气,中压设备
002622.SZ,永大集团,中压设备
300001.SZ,特锐德,中压设备
300062.SZ,中能电气,中压设备
300423.SZ,鲁亿通,中压设备
300444.SZ,双杰电气,中压设备
300477.SZ,合纵科技,中压设备
600112.SH,天成控股,中压设备
600192.SH,长城电工,中压设备
600353.SH,旭光股份,中压设备
600379.SH,宝光股份,中压设备
600517.SH,置信电气,中压设备
601616.SH,广电电气,中压设备
000423.SZ,东阿阿胶,中药
000538.SZ,云南白药,中药
000590.SZ,*ST古汉,中药
000606.SZ,青海明胶,中药
000623.SZ,吉林敖东,中药
000650.SZ,仁和药业,中药
000766.SZ,通化金马,中药
000790.SZ,华神集团,中药
000989.SZ,九芝堂,中药
000999.SZ,华润三九,中药
002107.SZ,沃华医药,中药
002118.SZ,紫鑫药业,中药
002166.SZ,莱茵生物,中药
002198.SZ,嘉应制药,中药
002275.SZ,桂林三金,中药
002287.SZ,奇正藏药,中药
002317.SZ,众生药业,中药
002349.SZ,精华制药,中药
002412.SZ,汉森制药,中药
002424.SZ,贵州百灵,中药
002433.SZ,太安堂,中药
002566.SZ,益盛药业,中药
002603.SZ,以岭药业,中药
002644.SZ,佛慈制药,中药
002728.SZ,台城制药,中药
002737.SZ,葵花药业,中药
002750.SZ,龙津药业,中药
300039.SZ,上海凯宝,中药
300049.SZ,福瑞股份,中药
300147.SZ,香雪制药,中药
300158.SZ,振东制药,中药
300181.SZ,佐力药业,中药
600085.SH,同仁堂,中药
600129.SH,太极集团,中药
600211.SH,西藏药业,中药
600222.SH,太龙药业,中药
600252.SH,中恒集团,中药
600285.SH,羚锐制药,中药
600329.SH,中新药业,中药
600332.SH,白云山,中药
600351.SH,亚宝药业,中药
600422.SH,昆药集团,中药
600436.SH,片仔癀,中药
600466.SH,蓝光发展,中药
600479.SH,千金药业,中药
600518.SH,康美药业,中药
600535.SH,天士力,中药
600557.SH,康缘药业,中药
600572.SH,康恩贝,中药
600594.SH,益佰制药,中药
600613.SH,神奇制药,中药
600671.SH,天目药业,中药
600750.SH,江中药业,中药
600781.SH,辅仁药业,中药
600976.SH,健民集团,中药
600993.SH,马应龙,中药
603567.SH,珍宝岛,中药
603998.SH,方盛制药,中药
000032.SZ,深桑达A,终端设备
000561.SZ,烽火电子,终端设备
000851.SZ,高鸿股份,终端设备
002017.SZ,东信和平,终端设备
002104.SZ,恒宝股份,终端设备
002583.SZ,海能达,终端设备
300028.SZ,金亚科技,终端设备
300205.SZ,天喻信息,终端设备
300213.SZ,佳讯飞鸿,终端设备
600130.SH,波导股份,终端设备
600355.SH,精伦电子,终端设备
600775.SH,南京熊猫,终端设备
000713.SZ,丰乐种业,种子生产
000998.SZ,隆平高科,种子生产
002041.SZ,登海种业,种子生产
300087.SZ,荃银高科,种子生产
300189.SZ,神农基因,种子生产
600354.SH,敦煌种业,种子生产
600371.SH,万向德农,种子生产
002483.SZ,润邦股份,重型机械
002523.SZ,天桥起重,重型机械
002685.SZ,华东重机,重型机械
600320.SH,振华重工,重型机械
601608.SH,中信重工,重型机械
000026.SZ,飞亚达A,珠宝首饰
000587.SZ,金叶珠宝,珠宝首饰
002345.SZ,潮宏基,珠宝首饰
002574.SZ,明牌珠宝,珠宝首饰
002721.SZ,金一文化,珠宝首饰
002731.SZ,萃华珠宝,珠宝首饰
002740.SZ,爱迪尔,珠宝首饰
600086.SH,东方金钰,珠宝首饰
600612.SH,老凤祥,珠宝首饰
000061.SZ,农产品,专业市场
000062.SZ,深圳华强,专业市场
002344.SZ,海宁皮城,专业市场
600415.SH,小商品城,专业市场
600738.SH,兰州民百,专业市场
600790.SH,轻纺城,专业市场
002047.SZ,宝鹰股份,装修装饰
002081.SZ,金螳螂,装修装饰
002325.SZ,洪涛股份,装修装饰
002375.SZ,亚厦股份,装修装饰
002482.SZ,广田股份,装修装饰
002504.SZ,弘高创意,装修装饰
002620.SZ,瑞和股份,装修装饰
002713.SZ,东易日盛,装修装饰
002781.SZ,奇信股份,装修装饰
600209.SH,罗顿发展,装修装饰
600681.SH,万鸿集团,装修装饰
601886.SH,江河创建,装修装饰
603030.SH,全筑股份,装修装饰
603828.SH,柯利达,装修装饰
000430.SZ,张家界,自然景点
000888.SZ,峨眉山A,自然景点
000978.SZ,桂林旅游,自然景点
600054.SH,黄山旅游,自然景点
603099.SH,长白山,自然景点
603199.SH,九华旅游,自然景点
000009.SZ,中国宝安,综合
000068.SZ,*ST华赛,综合
000421.SZ,南京中北,综合
000529.SZ,广弘控股,综合
000611.SZ,*ST蒙发,综合
000628.SZ,高新发展,综合
000632.SZ,三木集团,综合
000652.SZ,泰达股份,综合
000711.SZ,京蓝科技,综合
000839.SZ,中信国安,综合
000881.SZ,大连国际,综合
000892.SZ,*ST星美,综合
002113.SZ,天润控股,综合
300012.SZ,华测检测,综合
600051.SH,宁波联合,综合
600053.SH,九鼎投资,综合
600083.SH,博信股份,综合
600133.SH,东湖高新,综合
600136.SH,道博股份,综合
600200.SH,江苏吴中,综合
600207.SH,安彩高科,综合
600212.SH,江泉实业,综合
600234.SH,山水文化,综合
600260.SH,凯乐科技,综合
600275.SH,武昌鱼,综合
600277.SH,亿利洁能,综合
600419.SH,天润乳业,综合
600421.SH,仰帆控股,综合
600556.SH,慧球科技,综合
600603.SH,*ST兴业,综合
600608.SH,*ST沪科,综合
600614.SH,鼎立股份,综合
600624.SH,复旦复华,综合
600634.SH,中技控股,综合
600701.SH,工大高新,综合
600708.SH,光明地产,综合
600730.SH,中国高科,综合
600733.SH,S前锋,综合
600770.SH,综艺股份,综合
600811.SH,东方集团,综合
600817.SH,ST宏盛,综合
600818.SH,中路股份,综合
600846.SH,同济科技,综合
600851.SH,海欣股份,综合
600883.SH,博闻科技,综合
600884.SH,杉杉股份,综合
600892.SH,宝诚股份,综合
600875.SH,东方电气,综合电力设备商
601727.SH,上海电气,综合电力设备商
000415.SZ,渤海金控,多元金融
000563.SZ,陕国投A,多元金融
000666.SZ,经纬纺机,多元金融
600635.SH,大众公用,多元金融
600643.SH,爱建集团,多元金融
600705.SH,中航资本,多元金融
600747.SH,大连控股,多元金融
600783.SH,鲁信创投,多元金融
600816.SH,安信信托,多元金融
000829.SZ,天音控股,专业连锁
002024.SZ,苏宁云商,专业连锁
002416.SZ,爱施德,专业连锁
300022.SZ,吉峰农机,专业连锁
600122.SH,宏图高科,专业连锁
600655.SH,豫园商城,专业连锁
600704.SH,物产中大,专业连锁
600898.SH,三联商社,专业连锁
002751.SZ,易尚展示,其他轻工业制造
